,Vote ID,Date,O'clock,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Author,RCV,Vote
0,1,2014-07-16 00:00:00,,"Appointment of 4 members of the European Commission - Jyrki KATAINEN (FI), Jacek DOMINIK (PL), Ferdinando NELLI FEROCI (IT), Martine REICHERTS (LU)",,Non,Appointment of commissioners,0,0,0,"

Constitutional and inter-institutional affairs",,1.0,0,RCV,+
1,2,2014-07-16 00:00:00,,Adoption by Lithuania of the euro on 1 January 2015,*,Leg,Draft legislative resolution,A8-0001/2014 ,2014/0170/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,Paragraph 2,0.0,GUE/NGL,RCV,-
2,3,2014-07-16 00:00:00,,Adoption by Lithuania of the euro on 1 January 2015,*,Leg,Draft legislative resolution,A8-0001/2014 ,2014/0170/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 7,0.0,Greens/ EFA,RCV,-
3,4,2014-07-16 00:00:00,,Adoption by Lithuania of the euro on 1 January 2015,*,Leg,Draft legislative resolution,A8-0001/2014 ,2014/0170/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,After paragraph 7,0.0,Greens/ EFA,RCV,-
4,5,2014-07-16 00:00:00,,Adoption by Lithuania of the euro on 1 January 2015,*,Leg,Draft legislative resolution,A8-0001/2014 ,2014/0170/NLE,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,0,RCV,+
5,6,2014-07-17 00:00:00,,"Nigeria, recent attacks by Boko Haram",,Non,Joint Motions for a resolution,RC-B8-0016/2014 ,2014/2729/RSP,0,Foreign & security policy,After paragraph 11,0.0,0,RCV,+
6,7,2014-07-17 00:00:00,,"Nigeria, recent attacks by Boko Haram",,Non,Joint Motions for a resolution,RC-B8-0016/2014 ,2014/2729/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
7,8,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,Paragraph 6,0.0,S&D,RCV,+
8,9,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,Paragraph 6,0.0,S&D,RCV,+
9,10,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,Paragraph 6,0.0,S&D,RCV,+
10,11,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,Paragraph 8,0.0,S&D,RCV,+
11,12,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,After paragraph 12,0.0,Greens/EFA,RCV,-
12,13,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,After paragraph 19,0.0,S&D,RCV,+
13,14,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,After paragraph 27,0.0,Greens/EFA,RCV,-
14,15,2014-07-17 00:00:00,,Situation in Ukraine,,Non,Joint Motions for a resolution,RC-B8-0025/2014 ,2014/2717/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
15,16,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 1,0.0,Greens/EFA,RCV,-
16,17,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 3,0.0,ECR,RCV,-
17,18,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 14,0.0,GUE/NGL,RCV,-
18,19,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 14,0.0,GUE/NGL,RCV,-
19,20,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 30,0.0,GUE/NGL,RCV,-
20,21,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 30,0.0,GUE/NGL,RCV,-
21,22,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 37 ,0.0,ECR,RCV,-
22,23,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 42,0.0,original text,RCV,+
23,24,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 42,0.0,original text,RCV,+
24,25,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 42,0.0,original text,RCV,+
25,26,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 42,0.0,original text,RCV,+
26,27,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 42,0.0,ECR,RCV,+
27,28,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,After paragraph 43,0.0,GUE/NGL,RCV,-
28,29,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 44,0.0,original text,RCV,+
29,30,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Paragraph 45,0.0,ECR,RCV,-
30,31,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,Recital K,0.0,ECR,RCV,-
31,32,2014-07-17 00:00:00,,Youth employment,,Non,Joint Motions for a resolution,RC-B8-0027/2014 ,2014/2713/RSP,0,Employment & social affairs,vote: resolution,1.0,0,RCV,+
32,33,2014-07-17 00:00:00,,Situation in Iraq,,Non,Joint Motions for a resolution,RC-B8-0059/2014 ,2014/2716/RSP,0,Foreign & security policy,After paragraph 1,0.0,GUE/NGL,RCV,-
33,34,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,After paragraph 5,0.0,Greens/EFA,RCV,-
34,35,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,After paragraph 6,0.0,GUE/NGL,RCV,-
35,36,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,Paragraph 7,0.0,Greens/EFA,RCV,-
36,37,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,After paragraph 7,0.0,Greens/EFA,RCV,-
37,38,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,After recital G,0.0,GUE/NGL,RCV,-
38,39,2014-07-17 00:00:00,,Escalation of violence between Israel and Palestine,,Non,Joint Motions for a resolution,RC-B8-0071/2014 ,2014/2723/RSP ,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
39,40,2014-09-16 00:00:00,,"EU-Ukraine association agreement, with the exception of the treatment of third country nationals legally employed as workers in the territory of the other party",***,Leg,Draft legislative resolution,A8-0002/2014 ,2013/0151A/NLE,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,0,RCV,+
40,41,2014-09-16 00:00:00,,"EU-Ukraine association agreement, as regards the treatment of third country nationals legally employed as workers in the territory of the other party",***,Leg,Draft legislative resolution,A8-0009/2014 ,2013/0151B/NLE,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,0,RCV,+
41,42,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2014/000 TA 2014 - Technical assistance at the initiative of the Commission,,Bud,Motion for resolution,A8-0003/2014,2014/2041/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
42,43,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund - application EGF/2014/001 EL/Nutriart,,Bud,Motion for resolution,A8-0004/2014,2014/2042/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
43,44,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2012/010 RO/MECHEL - Romania,,Bud,Motion for resolution,A8-0008/2014,2014/2043/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
44,45,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2014/003 ES/Aragón food and beverage - Spain,,Bud,Motion for resolution,A8-0006/2014,2014/2054/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
45,46,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund : application EGF/2014/002 NL/Gelderland-Overijssel construction – The Netherlands,,Bud,Motion for resolution,A8-0005/2014,2014/2055/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
46,47,2014-09-17 00:00:00,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/010 ES/Castilla y León - Spain,,Bud,Motion for resolution,A8-0007/2014,2014/2062/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
47,48,18.09.2014,,Situation in Ukraine and state of play of EU-Russia relations,,Non,Joint Motions for a resolution,RC-B8-0118/2014,2014/2841/RSP,0,Foreign & security policy,After paragraph 10,0.0,S&D,RCV,+
48,49,18.09.2014,,Situation in Ukraine and state of play of EU-Russia relations,,Non,Joint Motions for a resolution,RC-B8-0118/2014,2014/2841/RSP,0,Foreign & security policy,Paragraph 18,0.0,S&D,RCV,+
49,50,18.09.2014,,Situation in Ukraine and state of play of EU-Russia relations,,Non,Joint Motions for a resolution,RC-B8-0118/2014,2014/2841/RSP,0,Foreign & security policy,After paragraph 34,0.0,S&D,RCV,+
50,51,18.09.2014,,Situation in Ukraine and state of play of EU-Russia relations,,Non,Joint Motions for a resolution,RC-B8-0118/2014,2014/2841/RSP,0,Foreign & security policy,After paragraph 34,0.0,S&D,RCV,+
51,52,18.09.2014,,Situation in Ukraine and state of play of EU-Russia relations,,Non,Joint Motions for a resolution,RC-B8-0118/2014,2014/2841/RSP,0,Foreign & security policy,Recital K,0.0,S&D,RCV,+
52,53,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 1,0.0,original text,RCV,-
53,54,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 3,0.0,original text,RCV,-
54,55,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 4,0.0,original text,RCV,-
55,56,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 5,0.0,original text,RCV,-
56,57,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 8,0.0,original text,RCV,-
57,58,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point d,0.0,original text,RCV,-
58,59,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point e,0.0,original text,RCV,-
59,60,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point f,0.0,original text,RCV,-
60,61,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point i,0.0,original text,RCV,-
61,62,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point k,0.0,original text,RCV,-
62,63,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Paragraph 10 point m ,0.0,original text,RCV,-
63,64,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Recital E,0.0,original text,RCV,-
64,65,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Recital F,0.0,original text,RCV,-
65,66,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Recital G,0.0,original text,RCV,-
66,67,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,Recital I ,0.0,original text,RCV,-
67,68,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU- Resolution by GUE/NGL Group,,Non,Motion for resolution,B8-0112/2014,2014/2845/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,-
68,69,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 2,0.0,GUE/NGL,RCV,-
69,70,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 4,0.0,GUE/NGL,RCV,-
70,71,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 6,0.0,GUE/NGL,RCV,-
71,72,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 9,0.0,GUE/NGL,RCV,-
72,73,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 9,0.0,GUE/NGL,RCV,-
73,74,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 9,0.0,GUE/NGL,RCV,-
74,75,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 10,0.0,GUE/NGL,RCV,-
75,76,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 10,0.0,GUE/NGL,RCV,-
76,77,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 10,0.0,GUE/NGL,RCV,-
77,78,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 10,0.0,GUE/NGL,RCV,-
78,79,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After paragraph 12,0.0,GUE/NGL,RCV,-
79,80,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,After recital J,0.0,GUE/NGL,RCV,-
80,81,18.09.2014,,Israel-Palestine after the Gaza war and the role of the EU,,Non,Joint motion for resolution,B8-0117/2014 ,2014/2845/RSP,0,Foreign & security policy,vote: resolution,1.0,0,RCV,+
81,82,18.09.2014,,Commission Delegated Regulation: Reinstatement of market access for Fiji (request by GUE/NGL and Greens/EFA groups to reject Commission delegated act),,Non,Motion for resolution,B8-0081/2014 ,2014/2781/DEA,0,International trade,vote: resolution,1.0,0,RCV,-
82,83,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/004 ES/Comunidad Valenciana metal,,Bud,Motion for resolution,A8-0013/2014,2014/2064/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
83,84,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/012 BE/Ford Genk,,Bud,Motion for resolution,A8-0015/2014,2014/2065/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
84,85,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2013/002 BE/Carsid,,Bud,Motion for resolution,A8-0017/2014,2014/2071/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
85,86,21.10.2014,,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2014/006 FR/PSA,,Bud,Motion for resolution,A8-0016/2014,2014/2076/BUD,Committee on Budgets,Budget,single vote,1.0,0,RCV,+
86,87,22.10.2014,,Election of the Commission,,Non,Appointment of the Juncker Commission,0,0,0,Constitutional and inter-institutional affairs,approbation,1.0,0,RCV,+
87,88,22.10.2014,,Draft amending budget No 2/2014 - surplus resulting from the implementation of the budget year 2013,,Bud,Motion for resolution,A8-0018/2014,2014/2035/BUD,Committee on Budgets,Budget,vote: resolution,1.0,0,RCV,+
88,89,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 1,0.0,S&D,RCV,+
89,90,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 2,0.0,S&D,RCV,+
90,91,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,04 02 60,0.0,GUE/NGL,RCV,-
91,92,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,04 02 64,0.0,GUE/NGL,RCV,-
92,93,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 3,0.0,S&D,RCV,+
93,94,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,05 03 01 01 ,0.0,Greens/EFA,RCV,-
94,95,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,05 03 02 99,0.0,Greens/EFA,RCV,-
95,96,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 4,0.0,S&D,RCV,+
96,97,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 5,0.0,S&D,RCV,+
97,98,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,Block 6,0.0,S&D,RCV,+
98,99,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,1 0 0 0,0.0,GUE/NGL,RCV,-
99,100,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,1 0 0 4,0.0,GUE/NGL,RCV,-
100,101,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,1 0 0 6,0.0,GUE/NGL,RCV,-
101,102,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,1 0 2,0.0,GUE/NGL,RCV,-
102,103,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,1 0 3 0 ,0.0,GUE/NGL,RCV,-
103,104,22.10.2014,,Draft general budget of the European Union - 2015 financial year,,Bud,Motion for resolution,0,0,Committee on Budgets,Budget,2 1 0 5,0.0,Greens/EFA,RCV,-
104,105,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,Before paragraph 1,0.0,GUE/NGL,RCV,-
105,106,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,Paragraph 4,0.0,ECR,RCV,-
106,107,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 4,0.0,ECR,RCV,-
107,108,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 5,0.0,ECR,RCV,-
108,109,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 6,0.0,GUE/NGL,RCV,-
109,110,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 10,0.0,GUE/NGL,RCV,-
110,111,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 11,0.0,GUE/NGL,RCV,-
111,112,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 27,0.0,GUE/NGL,RCV,-
112,113,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 29,0.0,Greens/EFA,RCV,-
113,114,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 29,0.0,Greens/EFA,RCV,-
114,115,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 38,0.0,GUE/NGL,RCV,-
115,116,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 39,0.0,GUE/NGL,RCV,-
116,117,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 43,0.0,GUE/NGL,RCV,-
117,118,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 44,0.0,GUE/NGL,RCV,-
118,119,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 45,0.0,Greens/EFA,RCV,-
119,120,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 45,0.0,Greens/EFA,RCV,+
120,121,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 56,0.0,GUE/NGL,RCV,-
121,122,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,Paragraph 57,0.0,GUE/NGL,RCV,-
122,123,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 61,0.0,Greens/EFA,RCV,-
123,124,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 75,0.0,GUE/NGL,RCV,-
124,125,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 85,0.0,GUE/NGL,RCV,-
125,126,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 85,0.0,GUE/NGL,RCV,-
126,127,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,Paragraph 86,0.0,original text,RCV,+
127,128,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 86,0.0,GUE/NGL,RCV,-
128,129,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 91,0.0,GUE/NGL,RCV,-
129,130,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,After paragraph 93,0.0,GUE/NGL,RCV,-
130,131,22.10.2014,,General budget of the European Union for the financial year 2015 - all sections,,Bud,Motion for resolution,A8-0014/2014,2014/2040/BUD,Committee on Budgets,Budget,vote: resolution,1.0,0,RCV,+
