,Vote ID,Date,O'clock,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Code,interinstitutional file number,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Author,RCV,Vote
7295,7319,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Paragraph 18,0.0,original text,RCV,+
7296,7320,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Paragraph 43,0.0,original text,RCV,+
7297,7321,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Paragraph 60,0.0,original text,RCV,+
7298,7322,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Recital N,0.0,original text,RCV,+
7299,7323,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Recital O,0.0,original text,RCV,+
7300,7324,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Recital O,0.0,original text,RCV,+
7301,7325,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",Recital P,0.0,original text,RCV,+
7302,7326,30.05.2018,,"Minimum standards on the rights, support and protection of victims of crime",,Non,Explanatory statement - summary of facts and findings,A8-0168/2018,2016/2328/INI,"Committee on Civil Liberties, Justice and Home Affairs/Committee on Women’s Rights and Gender Equality","Civil liberties, justice & home affairs",vote: resolution (as a whole),1.0,0,RCV,+
7303,7327,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,After paragraph 1,0.0,EUL/NGL,RCV,-
7304,7328,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 2,0.0,EUL/NGL,RCV,-
7305,7329,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 8,0.0,EUL/NGL,RCV,-
7306,7330,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 9,0.0,EUL/NGL,RCV,-
7307,7331,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 15,0.0,S&D,RCV,-
7308,7332,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 16,0.0,original text,RCV,+
7309,7333,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 44,0.0,EUL/NGL,RCV,-
7310,7334,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 46,0.0,EUL/NGL,RCV,+
7311,7335,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 49,0.0,EUL/NGL,RCV,-
7312,7336,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,Paragraph 60,0.0,S&D,RCV,-
7313,7337,30.05.2018,,Annual report on the implementation of the Common Commercial Policy,,Non,Motion for resolution,A8-0166/2018,2017/2070/INI,Committee on International Trade,International trade,vote: resolution (as a whole),1.0,0,RCV,+
7314,7338,31.05.2018,,Women's rights defenders in Saudi Arabia,,Non,Motion for resolution,RC-B8-0259/2018,2018/2712/RSP,0,Foreign and security policy,After paragraph 11,0.0,EFDD,RCV,+
7315,7339,31.05.2018,,Women's rights defenders in Saudi Arabia,,Non,Motion for resolution,RC-B8-0259/2018,2018/2712/RSP,0,Foreign and security policy,Paragraph 14,0.0,original text,RCV,+
7316,7340,31.05.2018,,Women's rights defenders in Saudi Arabia,,Non,Motion for resolution,RC-B8-0259/2018,2018/2712/RSP,0,Foreign and security policy,Paragraph 14,0.0,original text,RCV,+
7317,7341,31.05.2018,,Women's rights defenders in Saudi Arabia,,Non,Motion for resolution,RC-B8-0259/2018,2018/2712/RSP,0,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7318,7342,31.05.2018,,"Sudan, notably the situation of Noura Hussein Hammad",,Non,Motion for resolution,RC-B8-0265/2018,2018/2712/RSP,0,Foreign and security policy,Paragraph 9,0.0,original text,RCV,+
7319,7343,31.05.2018,,"Sudan, notably the situation of Noura Hussein Hammad",,Non,Motion for resolution,RC-B8-0265/2018,2018/2712/RSP,0,Foreign and security policy,Paragraph 9,0.0,original text,RCV,+
7320,7344,31.05.2018,,"Sudan, notably the situation of Noura Hussein Hammad",,Non,Motion for resolution,RC-B8-0265/2018,2018/2712/RSP,0,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7321,7345,31.05.2018,,Odometer manipulation in motor vehicles: revision of the EU legal framework,,Non,Motion for resolution,A8-0155/2018,2017/2064/INL,Committee on Transport and Tourism,Transport & tourism,single vote,1.0,0,RCV,+
7322,7346,31.05.2018,,Union Civil Protection Mechanism,***I,Leg,Draft legislative resolution,A8-0180/2018,2017/0309/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, Paragraph 1, point 7 Decision 1313/2013 EU Article 12",0.0,ENF,RCV,-
7323,7347,31.05.2018,,Union Civil Protection Mechanism,***I,Leg,Draft legislative resolution,A8-0180/2018,2017/0309/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,"Article 1, Paragraph 1, point 7 Decision 1313/2013 EU Article 12, Paragraph 2",0.0,committee,RCV,+
7324,7348,31.05.2018,,Union Civil Protection Mechanism,***I,Leg,Draft legislative resolution,A8-0180/2018,2017/0309/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital 6,0.0,committee,RCV,+
7325,7349,31.05.2018,,Union Civil Protection Mechanism,***I,Leg,Draft legislative resolution,A8-0180/2018,2017/0309/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: Commission proposal,1.0,0,RCV,+
7326,7350,31.05.2018,,Connecting Europe facility after 2020,,Non,Joint motion for resolution,RC-B8-0242/2018,2018/2718/RSP,0,"Industry, research & energy",Paragraph 25,0.0,original text,RCV,+
7327,7351,31.05.2018,,Situation in Nicaragua,,Non,Joint motion for resolution,RC-B8-0244/2018,2018/2711/RSP,0,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7328,7352,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 21,0.0,original text,RCV,+
7329,7353,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 23,0.0,original text,RCV,+
7330,7354,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 24,0.0,original text,RCV,+
7331,7355,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 25,0.0,original text,RCV,+
7332,7356,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 26,0.0,original text,RCV,+
7333,7357,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 40,0.0,original text,RCV,+
7334,7358,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Paragraph 41,0.0,original text,RCV,+
7335,7359,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,Recital Q,0.0,original text,RCV,+
7336,7360,31.05.2018,,Gender equality and women's empowerment: transforming the lives of girls and women through EU external relations 2016-2020,,Non,Explanatory statement - summary of facts and findings,A8-0167/2018,2017/2012/INI,"Committee on Development, Committee on Women's Rights and Gender Equality",Gender equality,vote: DEVE / FEMM committee resolution (as a whole),1.0,0,RCV,+
7337,7361,31.05.2018,,Implementation of the EU Youth Strategy,,Non,Explanatory statement - summary of facts and findings,A8-0162/2018,2017/2259/INI,Committee on Culture and Education,Culture & education,Paragraph 2,0.0,EFDD,RCV,-
7338,7362,31.05.2018,,Implementation of the EU Youth Strategy,,Non,Explanatory statement - summary of facts and findings,A8-0162/2018,2017/2259/INI,Committee on Culture and Education,Culture & education,Paragraph 29,0.0,original text,RCV,+
7339,7363,31.05.2018,,Implementation of the EU Youth Strategy,,Non,Explanatory statement - summary of facts and findings,A8-0162/2018,2017/2259/INI,Committee on Culture and Education,Culture & education,Paragraph 36,0.0,EFDD,RCV,-
7340,7364,31.05.2018,,Implementation of the EU Youth Strategy,,Non,Explanatory statement - summary of facts and findings,A8-0162/2018,2017/2259/INI,Committee on Culture and Education,Culture & education,Paragraph 62,0.0,original text,RCV,+
7341,7365,31.05.2018,,Implementation of the EU Youth Strategy,,Non,Explanatory statement - summary of facts and findings,A8-0162/2018,2017/2259/INI,Committee on Culture and Education,Culture & education,vote: resolution (as a whole),1.0,0,RCV,+
7342,7366,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Paragraph 4,0.0,EFDD,RCV,-
7343,7367,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital A,0.0,EFDD,RCV,-
7344,7368,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital C,0.0,EFDD,RCV,-
7345,7369,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital C,0.0,EFDD,RCV,-
7346,7370,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital E,0.0,EFDD,RCV,-
7347,7371,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital M,0.0,EFDD,RCV,-
7348,7372,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital O,0.0,EFDD,RCV,-
7349,7373,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Recital R,0.0,EFDD,RCV,-
7350,7374,31.05.2018,,Implementation of the Ecodesign Directive,,Non,Explanatory statement - summary of facts and findings,A8-0165/2018,2017/2087/INI,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: resolution (as a whole),1.0,0,RCV,+
7351,7375,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,Non,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 1,0.0,EUL/NGL,RCV,-
7352,7376,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,After paragraph 2,0.0,EUL/NGL,RCV,+
7353,7377,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 3,0.0,original text,RCV,+
7354,7378,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 3,0.0,original text,RCV,+
7355,7379,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 3,0.0,original text,RCV,+
7356,7380,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 4,0.0,EUL/NGL,RCV,-
7357,7381,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 5,0.0,ENF,RCV,-
7358,7382,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 9,0.0,original text,RCV,+
7359,7383,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 10,0.0,EUL/NGL,RCV,-
7360,7384,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 10,0.0,original text,RCV,+
7361,7385,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 10,0.0,original text,RCV,+
7362,7386,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 11,0.0,original text,RCV,+
7363,7387,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 14,0.0,original text,RCV,+
7364,7388,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 17 ,0.0,original text,RCV,+
7365,7389,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 17 ,0.0,original text,RCV,+
7366,7390,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 19,0.0,original text,RCV,+
7367,7391,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 20,0.0,original text,RCV,+
7368,7392,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 21,0.0,original text,RCV,+
7369,7393,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 21,0.0,original text,RCV,+
7370,7394,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Paragraph 21,0.0,original text,RCV,+
7371,7395,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital A,0.0,original text,RCV,+
7372,7396,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital A,0.0,original text,RCV,+
7373,7397,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital A,0.0,original text,RCV,+
7374,7398,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital A,0.0,original text,RCV,+
7375,7399,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital H,0.0,original text,RCV,+
7376,7400,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital K,0.0,original text,RCV,+
7377,7401,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital K,0.0,original text,RCV,-
7378,7402,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital O,0.0,original text,RCV,+
7379,7403,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,Recital O,0.0,original text,RCV,+
7380,7404,31.05.2018,,Motions for resolutions - Responding to petitions on tackling precariousness and the abusive use of fixed-term contracts,,,Motion for resolution,B8-0238/2018,2018/2600/RSP,0,Petitions,vote: resolution (as a whole),1.0,0,RCV,+
7381,7405,11.06.2018,,Changes to the agenda (reguest of GUE/NGL),,Non,Proposal for a decision,0,0,0,Internal regulations of the EP,vote: decision,1.0,0,RCV,-
7382,7406,12.06.2018,,State of play of recreational fisheries in the EU,,Non,Motion for resolution,A8-0191/2018,2017/2120/INI,Committee on Fisheries,Fisheries ,single vote,1.0,0,RCV,+
7383,7407,12.06.2018,,"Clearing obligation, reporting requirements and risk-mitigation techniques for OTC derivatives and trade repositories",***I,Leg,Draft legislative resolution,A8-0181/2018,2017/0090/COD,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: Commission proposal,1.0,0,RCV,+
7384,7408,12.06.2018,,Common rules in the field of civil aviation and European Union Aviation Safety Agency,***I,Leg,Draft legislative resolution,A8-0364/2016,2015/0277/COD,Committee on Transport and Tourism,Transport & tourism,Provisional agreement,0.0,committee,RCV,+
7385,7409,12.06.2018,,CO2 emissions from and fuel consumption of new heavy-duty vehicles,***I,Leg,Draft legislative resolution,A8-0010/2018,2017/0111/COD,"Committee on the Environment, Public Health and Food Safety",Environment & public health,Provisional agreement,0.0,committee,RCV,+
7386,7410,12.06.2018,,Modernisation of education in the EU,,Non,Motion for resolution,A8-0173/2018,2017/2224/INI,Committee on Culture and Education,Culture & education,vote: resolution (as a whole),1.0,0,RCV,+
7387,7411,12.06.2018,,Towards a sustainable and competitive European aquaculture sector,,Non,Motion for resolution,A8-0186/2018,2017/2118/INI,Committee on Fisheries,Fisheries ,vote: resolution (as a whole),1.0,0,RCV,+
7388,7412,13.06.2018,,Composition of the European Parliament,***,Leg,Draft legislative resolution,A8-0207/2018,2017/0900/NLE,Committee on Constitutional Affairs,Constitutional and inter-institutional affairs,vote: consent,1.0,0,RCV,+
7389,7413,13.06.2018,,Insolvency proceedings: updated annexes to the Regulation,***I,Leg,Draft legislative resolution,A8-0174/2018,2017/0189/COD,Committee on Legal Affairs,Legal affairs,single vote,1.0,0,RCV,+
7390,7414,13.06.2018,,EU-Iceland Agreement on supplementary rules for external borders and visas for 2014-2020,***,Leg,Draft legislative resolution,A8-0196/2018,2017/0088/NLE,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,0,RCV,+
7391,7415,13.06.2018,,EU-Switzerland Agreement on supplementary rules for external borders and visas for 2014-2020,***,Leg,Draft legislative resolution,A8-0195/2018,2018/0032/NLE,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: consent,1.0,0,RCV,+
7392,7416,13.06.2018,,Implementation of the remaining provisions of the Schengen acquis relating to the Schengen Information System in Bulgaria and Romania,*,Leg,Draft legislative resolution,A8-0192/2018,2018/0802/CNS,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",single vote,1.0,0,RCV,+
7393,7417,13.06.2018,,Cohesion policy and the circular economy,,Non,Explanatory statement - summary of facts and findings,A8-0184/2018,2017/2211/INI,Committee on Regional Development,Regional development,single vote,1.0,0,RCV,+
7394,7418,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Proposal to reject the
Commission proposal",0.0,EFDD,RCV,-
7395,7419,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Article 1, after paragraph 5",0.0,EFDD,RCV,-
7396,7420,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Article 2, paragraph 1",0.0,EUL/NGL,RCV,-
7397,7421,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Article 2, paragraph 1",0.0,EUL/NGL,RCV,-
7398,7422,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Article 2, after paragraph 1",0.0,EUL/NGL,RCV,-
7399,7423,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,"Article 3, paragraph 1",0.0,EUL/NGL,RCV,-
7400,7424,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,Recital 2,0.0,EFDD,RCV,-
7401,7425,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,Recital 18,0.0,EFDD,RCV,-
7402,7426,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,After recital 18,0.0,EFDD,RCV,-
7403,7427,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,Recital 23,0.0,EUL/NGL,RCV,-
7404,7428,13.06.2018,,Further macro-financial assistance to Ukraine,***I,Leg,Draft legislative resolution,A8-0183/2018,2018/0058/COD,Committee on International Trade,International trade,vote: Commission proposal,1.0,0,RCV,+
7405,7429,13.06.2018,,Negotiations on the modernisation of the EU-Chile Association Agreement,,Non,Proposal for a decision,A8-0158/2018,2018/2018/INI,Committee on Foreign Affairs,Foreign and security policy,vote: recommendation (as a whole),1.0,0,RCV,+
7406,7430,13.06.2018,,EU-NATO relations,,Non,Motion for resolution,A8-0188/2018,2017/2276/INI,Committee on Foreign Affairs,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7407,7431,13.06.2018,,Cyber defence,,Non,Motion for resolution,A8-0189/2018,2018/2004/INI,Committee on Foreign Affairs,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7408,7432,14.06.2018,,"Russia, notably the case of political prisoner Oleg Sentsov
",,Non,Motion for resolution,RC-B8-0288/2018,2018/2754/RSP,Committee on Foreign Affairs,Foreign and security policy,Paragraph 23,0.0,original text,RCV,+
7409,7433,14.06.2018,,"Russia, notably the case of political prisoner Oleg Sentsov
",,Non,Motion for resolution,RC-B8-0288/2018,2018/2754/RSP,Committee on Foreign Affairs,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7410,7434,14.06.2018,,"Human rights situation in Bahrain, notably the case of Nabeel Rajab",,Non,Joint motion for resolution,RC-B8-0281/2018,2018/2755/RSP,Committee on Foreign Affairs,Foreign and security policy,vote: resolution (as a whole),1.0,0,RCV,+
7411,7435,14.06.2018,,"Situation of Rohingyas refugees, in particular the plight of children",,Non,Motion for resolution,RC-B8-0292/2018,2018/2756/RSP,Committee on Foreign Affairs,Foreign and security policy,Paragraph 3,0.0,original text,RCV,+
7412,7436,14.06.2018,,"Situation of Rohingyas refugees, in particular the plight of children",,Non,Joint motion for resolution,RC-B8-0292/2018,2018/2756/RSP,Committee on Foreign Affairs,Foreign and security policy,Paragraph 3,0.0,original text,RCV,+
7413,7437,14.06.2018,,Structural and financial barriers in the access to culture,,Non,Motion for resolution,A8-0169/2018,2017/2255/INI,Committee on Culture and Education,Culture & education,single vote,1.0,0,RCV,+
